vertex_1,vertex_2,diameter
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3382,3.8396
3382,3383,3.6642
3383,3383,3.8231
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3383,3.8441
3383,3384,4.4313
3384,3384,3.599
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3384,4.0522
3384,3385,3.8545
3385,3385,3.599
3385,3385,3.6186
3385,3385,3.6186
3385,3385,3.6186
3385,3386,3.6186
3386,3386,3.6186
3386,3386,3.4093
3386,3386,3.3136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3386,2.9136
3386,3387,3.0171
3387,3387,3.3136
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3387,3.723
3387,3388,3.5972
3388,3388,3.6438
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3388,3.4357
3388,3389,3.7184
3389,3389,3.6438
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3389,3.7499
3389,3390,3.8325
3390,3390,3.8497
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3390,4.1119
3390,3391,4.181
3391,3391,4.8598
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3391,4.4428
3391,3392,5.1628
3392,3392,3.7957
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3392,4.2159
3392,3393,4.297
3393,3393,4.6764
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3393,4.7229
3393,3394,4.7606
3394,3394,4.2301
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3394,3.7556
3394,3395,3.758
3395,3395,4.2301
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3395,4.0386
3395,3396,3.44
3396,3396,3.5827
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3396,3.4125
3396,3397,3.3672
3397,3397,3.5827
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3397,3.7114
3397,3398,3.5817
3398,3398,3.8859
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3398,4.2139
3398,3399,3.9884
3399,3399,4.3774
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3399,4.5935
3399,3400,4.6807
3400,3400,3.5489
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3400,3.2855
3400,3401,3.7223
3401,3401,3.8522
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3401,4.5122
3401,3402,4.3382
3402,3402,3.8522
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3402,3.3197
3402,3403,3.6098
3403,3403,3.1058
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3403,3.1095
3403,3404,2.9704
3404,3404,3.7961
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3404,2.4741
3404,3405,3.2792
3405,3405,3.7961
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3405,3.688
3405,3406,3.5352
3406,3406,3.7138
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3406,4.3494
3406,3407,3.4237
3407,3407,4.6386
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3407,5.0336
3407,3408,4.7709
3408,3408,4.028
3408,3408,4.4392
3408,3408,4.4392
3408,3408,4.4392
3408,3408,4.4392
3408,3408,4.4392
3408,3408,4.4392
3408,3408,4.4392
3408,3408,4.4392
3408,3409,3.7831
3409,3409,4.028
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
3409,3409,3.8867
