vertex_1,vertex_2,diameter,length,flow_rate,rbc_velocity,ht
1978,2095,3.2638092042e-06,2.529179978202492e-05,-6.923582548718913e-18,-9.131278275547995e-07,0.3
1979,2311,3.5648403168e-06,0.0001901109954555,-1.3693130615762494e-18,-1.5673716353070827e-07,0.3
1979,2051,5.261778354599999e-06,1.7317108287336767e-05,-3.1953211774365675e-17,-1.9058275964821684e-06,0.3
1980,2044,4.0520305634e-06,6.202239267387577e-05,-8.431282386175195e-18,-7.830122133471234e-07,0.3
1980,2516,4.1069169044e-06,0.0001820146191383,-3.0194236763176064e-18,-2.7424852294048233e-07,0.3
1981,2345,2.9609980584e-06,0.0001102314673632,-1.8162821318572187e-17,-2.796476528637212e-06,0.3
1981,2011,2.4588139058e-06,2.7291799782024923e-05,-3.013428136512906e-18,-6.346285947437435e-07,0.3
1982,2165,3.624270916e-06,3.868070483908619e-05,-5.135917107407437e-17,-5.7236566913579126e-06,0.3
1984,2042,3.7109322548e-06,2.560963702722071e-05,-2.7185335393497393e-17,-2.915691457828204e-06,0.3
1984,2084,4.6073327064e-06,2.658432852190888e-05,-7.953521836355699e-17,-5.959676591274388e-06,0.3
1985,2026,3.4131822586e-06,0.0001403127345401,1.0508860375546419e-17,1.2901271894227944e-06,0.3
1986,2113,5.2629356384e-06,6.609686027409324e-05,-2.017220198646674e-16,-1.2026960973870569e-05,0.3
1986,2062,9e-06,1.448528137423857e-05,-1.5338431282238037e-15,-3.397260185762346e-05,0.3
1987,6600,4.4392352104e-06,2.6366996340101424e-05,7.358261734392216e-17,5.870336137358163e-06,0.3
1987,2225,3.7579767704e-06,7.170042668246896e-05,-2.1350774716302212e-17,-2.243465378362542e-06,0.3
1988,1989,3.4125959874e-06,5.656854249492381e-06,-6.859946337582089e-18,-8.42398190178409e-07,0.3
1988,2190,4.606136322e-06,4.104503034869463e-05,9.09612376060468e-18,6.818840720975329e-07,0.3
1990,2364,3.624270916e-06,7.260890806936168e-05,-3.301931291569321e-17,-3.6797948129141283e-06,0.3
1991,2046,2.919293642e-06,2.8534440469144213e-05,-3.752689521507125e-18,-5.90908353538868e-07,0.3
1991,2046,2.9806566238e-06,1.253516942700323e-05,-9.797007203851692e-18,-1.4926907650510964e-06,0.3
1992,2008,6.750983715e-06,1.4488681162590578e-05,4.626046530674984e-16,1.7652350442146063e-05,0.3
1992,2811,3.3366577626e-06,0.0001667413282849,2.524886290236899e-17,3.214476985737305e-06,0.3
1993,2299,3.6537749768e-06,8.50401726446246e-05,-8.628602123562791e-18,-9.490530620129413e-07,0.3
1994,2232,3.2908670902e-06,0.0001936960529353,-1.1783551510001301e-17,-1.5337234887596843e-06,0.3
1994,2406,3.4115145206e-06,9.087199955772276e-05,-3.836575519041966e-17,-4.713695188531505e-06,0.3
1995,2017,3.3743431568e-06,2.958092873355686e-05,-7.528548920076963e-18,-9.413774777562497e-07,0.3
1995,2299,3.3597044944e-06,0.0001025527043968,3.641533445532365e-18,4.5852576637842394e-07,0.3
1996,2025,3.3969807624e-06,2.2924074484064488e-05,-2.4037420953478427e-18,-2.9735967036557913e-07,0.3
1996,2025,3.207873106e-06,8.292528739883944e-06,-4.552536715036241e-18,-6.172125683976034e-07,0.3
1997,2032,3.952149868e-06,2.985300667219901e-05,-2.8283208978063437e-17,-2.736842630877604e-06,0.3
1997,2123,4.113460064e-06,0.0001281637993397,9.244814724578867e-18,8.374800915881794e-07,0.3
1998,2398,4.2450919152e-06,7.370188459818701e-05,-5.774086087633817e-17,-4.964235568688557e-06,0.3
1998,2148,5.4768681526e-06,5.431565037161873e-05,-7.250568915263625e-17,-4.031557629540432e-06,0.3
1999,2217,4.3511118888e-06,6.095059590415129e-05,-4.306961995196517e-17,-3.553521196681273e-06,0.3
1999,2060,4.891332626399999e-06,2.419542346484761e-05,-2.6891521331506327e-17,-1.8197366169799917e-06,0.3
2000,2054,4.0482516288e-06,1.4902894724963673e-05,-3.031622322388551e-17,-2.8198020804976785e-06,0.3
2001,2078,4.2077379226e-06,2.270601334439802e-05,-5.6199703428420326e-18,-4.903301129042822e-07,0.3
2001,2192,3.5305418968e-06,6.743660623624887e-05,-2.681494213436958e-17,-3.1176261041689647e-06,0.3
2002,2146,3.6963207722e-06,4.280166070371631e-05,6.5413514478163006e-18,7.060870283786236e-07,0.3
2002,2939,3.4151732922e-06,0.0002124492835019,-2.9603872196990923e-17,-3.6309369414842575e-06,0.3
2003,2356,3.203145504e-06,0.0001098992499356,-3.3667504873496743e-18,-4.575234497992946e-07,0.3
2003,2139,3.7586507797999993e-06,3.996983379061812e-05,-9.495439112785931e-18,-9.974564433642014e-07,0.3
2004,2087,3.7204322814e-06,2.312022690677112e-05,-1.1908103792868513e-17,-1.2718749433740473e-06,0.3
2005,2097,3.2237317562e-06,2.2416884392866083e-05,-1.619539208808501e-17,-2.178498473737272e-06,0.3
2005,2140,4.4427599906e-06,3.0438064151966897e-05,-5.2806526710741353e-17,-4.207229182380253e-06,0.3
2007,2191,8.4156398774e-06,3.294938298937632e-05,-1.124060199954297e-16,-2.8337951326588227e-06,0.3
2008,2047,5.4810209274e-06,3.104915909490564e-05,4.1892105232409355e-16,2.3262368351530283e-05,0.3
2008,2101,3.0668382643999998e-06,2.6848877925987985e-05,4.368360074340788e-17,6.361562471593394e-06,0.3
2009,2337,4.3449015618e-06,5.8898765978752646e-05,-6.513796665699609e-17,-5.387159565208636e-06,0.3
2010,2106,4.1118650436e-06,2.7291799782024923e-05,7.177375201181052e-18,6.506098831508323e-07,0.3
2010,2171,3.2674906254e-06,3.109564735931829e-05,-5.0808917293829456e-17,-6.688959755398298e-06,0.3
2011,2107,4.2076196670000005e-06,2.717011495953578e-05,-7.789366257732581e-17,-6.79636905905184e-06,0.3
2012,2054,3.4498848916e-06,6.670188459818702e-05,-3.9376087982181547e-19,-4.751655659902866e-08,0.3
2012,2155,3.1262075902e-06,5.8412026688796046e-05,-1.2815287098915047e-17,-1.8102661378413508e-06,0.3
2013,6589,3.9821658134e-06,4.185154875648099e-05,-2.9102179340163535e-17,-2.7812826524433194e-06,0.3
2013,2266,3.6815674304e-06,7.546798536040568e-05,2.411576701224027e-17,2.6200655625292494e-06,0.3
2014,2055,4.9021263122e-06,8.146264369941972e-06,-5.493618317112557e-17,-3.703473399673062e-06,0.3
2015,2176,3.7579767704e-06,3.20204508012418e-05,-1.5571470121380302e-17,-1.6361960899175175e-06,0.3
2018,2261,3.3150339126e-06,0.0001042643044031,-9.131710597680505e-18,-1.1747368233325932e-06,0.3
2018,2642,4.582789421000001e-06,0.0001236751181771,-7.760886940281353e-17,-5.868134861983911e-06,0.3
2019,2114,4.8960485458e-06,2.292747427241649e-05,-3.407424771748728e-17,-2.301979732295387e-06,0.3
2020,2160,4.582789421e-06,3.070601334439802e-05,-3.5883044165608617e-17,-2.7131762650659452e-06,0.3
2021,2141,5.270207882e-06,8.613921979229489e-05,-8.927471458940136e-17,-5.309889057160719e-06,0.3
2022,2029,4.1154184342e-06,3.363081678632152e-05,1.4599131059966301e-16,1.3214817995933464e-05,0.3
2022,2280,8.003276825e-06,5.031297954112574e-05,2.8318552877816548e-15,7.858282919483401e-05,0.3
2023,2040,3.2002384662e-06,2.57566303550217e-05,-2.9671721229137636e-18,-4.0380689865324185e-07,0.3
2023,2130,3.6744213104e-06,0.0001815928770414,-2.5738352304320564e-17,-2.8051839183341436e-06,0.3
2024,6590,4.0004954338000005e-06,1.590289472496367e-05,2.362212311515467e-16,2.24055914477399e-05,0.3
2024,2222,4.5888175964e-06,4.24414639403189e-05,-2.903482469026929e-16,-2.19049488852723e-05,0.3
2025,2093,2.919293642e-06,5.343733519410789e-05,-6.956278810384299e-18,-1.0953539414981143e-06,0.3
2026,2094,3.4136116504e-06,6.762523012439246e-05,-1.9215270707773e-17,-2.3584989191314e-06,0.3
2027,2276,4.5073866844e-06,5.933683013071955e-05,-2.7303716721127036e-17,-2.1231236258199454e-06,0.3
2029,2079,2.4741356372e-06,2.6898765978752644e-05,4.823974912230944e-17,1.0033862594764696e-05,0.3
2029,2033,2.4741356372e-06,1.297469149468816e-05,9.775156147735111e-17,2.0332314204217787e-05,0.3
2030,2724,3.2395842076e-06,0.0001545799547747,-8.635850526253862e-18,-1.152581722371506e-06,0.3
2030,2124,3.678078413e-06,8.167584713501617e-05,-3.356292788034663e-17,-3.6520716738864045e-06,0.3
2031,2182,2.9337806702e-06,4.621927405444142e-05,5.7527682009065254e-18,8.987790360073451e-07,0.3
2031,2058,3.7579767704e-06,6.292528739883945e-06,2.950295564261136e-17,3.1000682843150614e-06,0.3
2032,2051,5.2724080086e-06,6.610365985079727e-06,-1.1606208633274076e-16,-6.8981277399566526e-06,0.3
2033,2124,2.9808614254e-06,3.3023850589593814e-05,4.705262911647973e-17,7.168248358864358e-06,0.3
2034,2083,3.4109396934e-06,6.462935887060349e-05,4.218314580915909e-18,5.18411014405541e-07,0.3
2035,2172,3.319667101e-06,0.0001010175349698,-1.0419301680127161e-17,-1.3373848952201462e-06,0.3
2035,2193,3.4715163708e-06,3.385227771434e-05,-1.130883397775363e-17,-1.3510240552889814e-06,0.3
2036,2523,3.5305418968e-06,0.0001089389386233,-5.84316414238777e-18,-6.793526150445467e-07,0.3
2037,2264,4.208515644e-06,6.236480946652437e-05,-3.1058165570048446e-17,-2.708924697307165e-06,0.3
2037,2067,2.4594748019999998e-06,3.0170843917394785e-05,3.8741131913350046e-18,8.154506237028441e-07,0.3
2038,2072,2.980732441e-06,0.0001484317485321,4.9564441455250494e-18,7.55142886182975e-07,0.3
2038,2283,3.4212520122e-06,8.801826392766475e-05,9.396890671005949e-18,1.1492483813383014e-06,0.3
2039,2068,3.6061944962e-06,0.0001386743892192,-4.374005748494955e-18,-4.914168683925592e-07,0.3
2039,2224,3.7296514512e-06,4.999781312642294e-05,-6.383643987177301e-17,-6.790823658238115e-06,0.3
2040,2574,4.3523230552e-06,0.0001065575621008,-4.3901430368267514e-17,-3.6204644549036604e-06,0.3
2042,2119,3.3536560536e-06,3.385227771434e-05,-2.049079964510214e-17,-2.5875717342769706e-06,0.3
2042,2273,2.9771676064e-06,7.665733820640831e-05,-6.694535748395066e-18,-1.0218864441601924e-06,0.3
2043,2683,3.7089309692e-06,0.000155140432707,-4.012941781974349e-17,-4.307749903403011e-06,0.3
2043,2102,3.7579767704e-06,3.387418643129981e-05,1.8285264908082256e-17,1.9213522366543345e-06,0.3
2044,2204,5.4810209274e-06,3.155974897445605e-05,-3.7952438379422425e-17,-2.1074701224083194e-06,0.3
2045,2123,3.9398217202e-06,4.548722324687255e-05,-2.3214452569704592e-17,-2.2579164328013435e-06,0.3
2046,2497,3.3204827308e-06,0.0001064037691963,-1.3549696725358804e-17,-1.7385077346211117e-06,0.3
2047,2132,3.986153841e-06,1.946337265727874e-05,3.356912451152019e-16,3.202908086485729e-05,0.3
2048,2581,3.7088549138000006e-06,0.0001363913308866,-1.9259074827859042e-17,-2.067461904801178e-06,0.3
2048,2271,3.3244554996e-06,0.0001112669752336,-2.1388330232554275e-17,-2.7390047147650426e-06,0.3
2049,2224,3.7132239342e-06,0.0001106785179655,-2.3866932027614295e-17,-2.5572175462958696e-06,0.3
2049,2538,3.3469686508000005e-06,0.0001585286088062,4.900617034498672e-18,6.208305794677024e-07,0.3
2050,2099,5.5610761642e-06,1.636359655174942e-05,-7.370125563443734e-17,-3.989331223432718e-06,0.3
2051,2290,4.966369152000001e-06,4.694865403151732e-05,-1.4801529810709638e-16,-9.75752844919848e-06,0.3
2052,2162,5.2706518174e-06,3.363761636302554e-05,-3.444997579588579e-18,-2.048717628025892e-07,0.3
2052,2183,3.9627480506e-06,4.307300968449944e-05,-3.8560469739051525e-18,-3.7149453501302614e-07,0.3
2053,2100,3.5577702522e-06,1.4631545744180544e-05,6.96794489710887e-17,8.001409847446447e-06,0.3
2053,2198,4.6079320908e-06,3.2902165767104664e-05,2.4670800774698375e-16,1.8482078078668124e-05,0.3
2054,2121,4.4438357354000006e-06,1.407446760021748e-05,-3.070998410370537e-17,-2.4457466718146006e-06,0.3
2055,2420,3.880643129399999e-06,0.0001009929554223,2.0896458213820204e-18,2.0835265548064877e-07,0.3
2055,2141,5.4810380936e-06,2.1245311517612278e-05,-5.702582899251133e-17,-3.166583591789866e-06,0.3
2056,2127,4.582789421e-06,2.96062372388687e-05,-1.464656808112618e-17,-1.1074512156488327e-06,0.3
2056,6599,6.937905788399999e-06,4.350986092169139e-05,-2.669049848863199e-16,-9.684000160800239e-06,0.3
2058,2150,3.4538948536e-06,3.348795220473156e-05,1.7979119945824974e-17,2.1655562630000935e-06,0.3
2058,2312,3.5577702522e-06,5.114480645422395e-05,1.152383569678612e-17,1.3233016877455177e-06,0.3
2059,6607,2.4744558334e-06,1.1208292880557926e-05,-1.62742125909602e-18,-3.3841584623366484e-07,0.3
2059,6607,3.4715163708e-06,7.87831517751085e-06,-2.1530205582383933e-17,-2.5721330522968532e-06,0.3
2060,2600,3.2865457534e-06,0.0002013377980445,-1.2896065197365888e-17,-1.6820556791863108e-06,0.3
2061,2321,4.962409019399999e-06,4.445997286892672e-05,-1.4012963421823045e-16,-9.250375995040973e-06,0.3
2062,2458,4.442202568e-06,0.0001147632370019,-4.499850075614187e-17,-3.585900043193404e-06,0.3
2062,2096,8.785848617599999e-06,6.560477932315066e-06,-1.4888446274676284e-15,-3.454915026248084e-05,0.3
2063,2244,4.1118650436e-06,4.077708115626351e-05,-2.116033033848493e-17,-1.9181274021580042e-06,0.3
2064,6604,7.8102498054e-06,2.309564735931829e-05,4.879747277376909e-16,1.4183238826293038e-05,0.3
2064,2221,3.869285821999999e-06,4.619469450698859e-05,-3.476309803098247e-17,-3.4828004380984206e-06,0.3
2064,2366,6.8530097008e-06,5.384887792598799e-05,-4.532116297067017e-16,-1.682225472577625e-05,0.3
2065,2187,3.4715163707999998e-06,2.629179978202492e-05,-1.470828069467705e-17,-1.7571432271038103e-06,0.3
2065,2158,3.2347550392e-06,0.0001032389958978,4.3230873241286424e-18,5.783550642822216e-07,0.3
2066,2240,6.8530097008e-06,6.268264671172017e-05,3.2304995481814196e-15,0.00011990929342696287,0.3
2066,2866,6.9981017112e-06,0.0001454044981542,1.7515143675327318e-15,6.254045951490773e-05,0.3
2067,2159,3.3187236786e-06,2.412022690677112e-05,-6.501658467693358e-18,-8.349096891020006e-07,0.3
2068,2416,3.4137349128e-06,0.0001143380430454,-2.2858534954290887e-17,-2.805513634875497e-06,0.3
2069,6588,4.3467121124e-06,5.692334552620546e-05,8.822438454142917e-17,7.291411462584726e-06,0.3
2069,2380,4.6089692116e-06,6.995059590415127e-05,-1.8216368988433656e-16,-1.3641554723370004e-05,0.3
2070,2086,3.7113599778e-06,2.336359655174942e-05,-6.533442752686457e-18,-7.005959226407221e-07,0.3
2070,2134,3.4715163708e-06,1.1656854249492382e-05,-1.3912034870096978e-17,-1.662018719568615e-06,0.3
2071,2793,3.2555954456e-06,0.0002231813343095,-7.04537847528618e-18,-9.329379320393956e-07,0.3
2071,2570,3.3667263984e-06,0.0001263845313099,-7.257682226348664e-18,-9.108020378620263e-07,0.3
2072,6678,3.3244554996e-06,3.268070483908619e-05,1.0809579386592145e-17,1.384282390564486e-06,0.3
2072,2433,3.3219351768e-06,0.0001546291138696,-5.853135241067312e-18,-7.50467068457327e-07,0.3
2073,2162,4.0356712342e-06,2.238817609920224e-05,-2.523264709120681e-18,-2.3590434420854528e-07,0.3
2074,2105,3.2016487122e-06,1.0706742302257038e-05,-1.2069508639640518e-18,-1.641404398456871e-07,0.3
2074,2105,3.3667263984e-06,1.841348460451408e-05,-9.782202988432998e-19,-1.2276164950152712e-07,0.3
2075,2122,4.609482288399999e-06,2.2609637027220717e-05,-3.9759948766190644e-17,-2.9769120706859177e-06,0.3
2077,2168,4.0519366264e-06,4.490556555545666e-05,-2.584464962258474e-17,-2.400281425855466e-06,0.3
2077,2320,4.047979831600001e-06,5.49513248620103e-05,1.558495833331508e-17,1.4497639163325338e-06,0.3
2078,2163,3.7245423794e-06,2.3245311517612272e-05,1.0570251633164286e-17,1.126957089943102e-06,0.3
2079,2238,4.2146873474e-06,4.151593154053639e-05,3.0995493180112377e-17,2.696880443678399e-06,0.3
2080,2480,3.4963936806e-06,9.443247749003784e-05,-8.81242778071216e-18,-1.0407523406873109e-06,0.3
2080,2208,4.351566791599999e-06,5.021927405444141e-05,-4.0172873176469336e-17,-3.313941173159669e-06,0.3
2081,2166,4.7201538086e-06,3.153784025749622e-05,-3.2183461497048653e-17,-2.314514536909071e-06,0.3
2082,2112,2.9529983997999995e-06,2.2973962536829143e-05,-4.032052153760524e-18,-6.234680232902335e-07,0.3
2082,2133,4.3528385162e-06,1.185300667219901e-05,-1.0120507399199868e-16,-8.34452924248918e-06,0.3
2083,2415,3.8012275696e-06,7.155829105873802e-05,1.209069386116827e-17,1.246968605543527e-06,0.3
2084,2109,4.5540618896e-06,9.024579547452824e-06,-6.063678234507014e-17,-4.633836899782608e-06,0.3
2084,2489,3.7109322548e-06,0.000108189107845,-1.8898436018486492e-17,-2.0269019185466467e-06,0.3
2085,2093,3.2843852044e-06,2.0488681162590577e-05,5.4578989087896373e-17,7.126317217247054e-06,0.3
2085,2274,3.7473392486e-06,3.889876597875265e-05,2.1161714095120946e-17,2.2338862633258584e-06,0.3
2086,2535,2.4741356372e-06,0.0001212307384054,-5.217759820569286e-19,-1.0852934777777278e-07,0.3
2086,2930,3.3597044944e-06,0.0001788131250546,-6.011666770629556e-18,-7.569624594815831e-07,0.3
2087,2342,4.6092967988e-06,4.345997286892673e-05,-1.7259472875063142e-17,-1.2923415680220414e-06,0.3
2088,2351,3.8440959454e-06,7.887272851558179e-05,-1.7102364107406982e-17,-1.7318331960591208e-06,0.3
2089,2592,5.713601589199999e-06,9.967584713501616e-05,-1.8205701312844093e-16,-9.393552425523977e-06,0.3
2090,2236,3.200948e-06,8.177489428268646e-05,-9.077232032213195e-18,-1.2348976567444598e-06,0.3
2090,2435,3.7073168754e-06,6.25310406807922e-05,-1.392633482104127e-17,-1.496000258697177e-06,0.3
2091,2231,4.7375469208e-06,3.791994573785347e-05,-4.863766573676868e-17,-3.4760022276974524e-06,0.3
2091,2405,6.2073783874e-06,5.945924391106772e-05,1.2068662851694523e-16,5.3675193301504545e-06,0.3
2092,2294,4.2163085938e-06,6.701899288552376e-05,-7.009631125713969e-17,-6.095096567267625e-06,0.3
2092,2126,6.817298412399999e-06,6.242640687119285e-06,-5.888058297558374e-16,-2.2066961434033435e-05,0.3
2094,3015,3.7556145192e-06,0.0001889401515381,-1.6148179220633087e-17,-1.6985331001701093e-06,0.3
2095,2466,3.7128562928e-06,0.0001987493407764,1.273943834558288e-17,1.3651842110102293e-06,0.3
2095,6601,3.976208209999999e-06,9.933610117286052e-05,-1.9663020894300948e-17,-1.8838195344588665e-06,0.3
2096,2188,2.461552143e-06,4.638404735299121e-05,-9.723507702625235e-18,-2.0432193906111893e-06,0.3
2096,2350,9.4239730834e-06,4.780238966157534e-05,-1.4791211197650017e-15,-2.9954349264811054e-05,0.3
2097,2816,3.8405611516e-06,0.000192232680278,-1.468508775605798e-17,-1.4892909705446491e-06,0.3
2097,2549,3.3238930701999994e-06,0.0001122102876041,-1.5103043320272782e-18,-1.934630280843852e-07,0.3
2098,2111,4.7201538086e-06,2.0192023676495608e-05,2.002792905319298e-17,1.4403339722189178e-06,0.3
2098,2404,3.7824308872e-06,0.0001188958501473,-1.3456054648689094e-17,-1.3990505186923443e-06,0.3
2099,2424,4.493276596e-06,8.104357243297662e-05,-3.397554754402228e-17,-2.655915224220484e-06,0.3
2099,2197,4.4913344384e-06,4.346264369941972e-05,-3.972570809041667e-17,-3.1076752026748785e-06,0.3
2100,2271,3.411514520599999e-06,5.265879612212635e-05,4.462048171401857e-17,5.482163687940342e-06,0.3
2101,2117,2.475660801e-06,4.489803702089363e-05,1.0419301680127084e-17,2.1645441623361138e-06,0.3
2101,2239,2.9804992676e-06,4.423778298304924e-05,3.326429906328062e-17,5.068636143198304e-06,0.3
2102,2159,3.7184038162e-06,7.08727285155818e-05,-1.2153078480252437e-17,-1.2991915855494775e-06,0.3
2102,2217,3.8139681816e-06,3.887685726179282e-05,3.043834338833501e-17,3.1221479784110874e-06,0.3
2103,2147,4.5629291534e-06,2.0585057479767887e-05,-4.1191408901305817e-17,-3.137502121213223e-06,0.3
2103,2323,5.9104475976e-06,3.9192023676495606e-05,-2.3338813189033494e-16,-1.133659599313414e-05,0.3
2104,2161,3.7579767704e-06,7.148649428901353e-05,4.324690261792561e-18,4.54423457855379e-07,0.3
2104,2142,3.7278690338e-06,1.0392304845413262e-05,-7.980206104726418e-18,-8.495825341522757e-07,0.3
2105,2189,3.2347550392e-06,2.4513260710043395e-05,-2.1851711628072846e-18,-2.923384871916265e-07,0.3
2106,2125,3.2039387226e-06,1.9095647359318297e-05,-1.4587496714648876e-17,-1.9815807508293758e-06,0.3
2106,2292,4.3449015618e-06,0.0001330886027816,2.176487191583007e-17,1.8000383485153127e-06,0.3
2107,3030,4.962409019399999e-06,0.0002220781584156,-1.5112194348725962e-16,-9.976011185338679e-06,0.3
2108,2179,3.976208209999999e-06,3.573059289185084e-05,-3.537342838081661e-18,-3.3889581739638925e-07,0.3
2108,2253,4.0479798316e-06,7.329034186630688e-05,-8.655591811747356e-17,-8.051715259546315e-06,0.3
2109,2120,4.0517311096e-06,3.1535169427003225e-05,-4.146189115611136e-17,-3.851030638039635e-06,0.3
2109,2928,3.4131822586e-06,0.0001723762738174,-1.9174891188960753e-17,-2.3540181897045667e-06,0.3
2110,2341,3.3204827308e-06,4.648795220473157e-05,-2.6474997116492798e-17,-3.3969016572122233e-06,0.3
2110,2652,5.913413047799999e-06,0.0001061153692027,-2.4613661886894273e-16,-1.1945116453412426e-05,0.3
2111,2113,3.0993509292e-06,2.2973962536829143e-05,7.327783818543294e-18,1.0494058552795442e-06,0.3
2111,2196,4.3511118888e-06,1.8999271042140984e-05,1.2700145234652063e-17,1.0478438245473204e-06,0.3
2112,2133,5.2590560914e-06,7.610365985079726e-06,-3.145891997797962e-17,-1.8780392731136446e-06,0.3
2113,6612,5.2629356384e-06,7.10443013908356e-05,-1.172688719282989e-16,-6.991741144956248e-06,0.3
2113,2196,4.703518867399999e-06,2.460963702722071e-05,-7.7125364117825e-17,-5.579984999904349e-06,0.3
2114,2358,4.4959044456e-06,4.5070338854006446e-05,-4.5189746057672504e-17,-3.529067278316405e-06,0.3
2115,2201,4.442474842e-06,2.065612529163336e-05,-7.525395287693037e-17,-5.996318938351837e-06,0.3
2115,2468,4.593460083e-06,7.030885079491474e-05,-1.225444694654524e-16,-9.229405393897099e-06,0.3
2116,2401,3.20034194e-06,5.487345747344081e-05,-1.956534231144601e-18,-2.6625395190476516e-07,0.3
2117,2172,2.9806191922e-06,2.1366996340101424e-05,9.05373325205693e-18,1.3794715662404331e-06,0.3
2117,2172,2.4589214324e-06,3.99486540315173e-05,1.365568428070166e-18,2.8756384457006385e-07,0.3
2118,2246,3.978148222e-06,4.721587426608941e-05,-4.152431722408799e-17,-3.975055188280166e-06,0.3
2118,2166,4.2100439072e-06,3.431297954112574e-05,3.666559741788819e-17,3.196081149304955e-06,0.3
2119,2399,3.4113981724e-06,7.977902302889747e-05,-1.5399460151679694e-17,-1.892112802006725e-06,0.3
2120,2295,4.495140552599999e-06,5.533683013071954e-05,-2.2134004423397225e-17,-1.7290372100694848e-06,0.3
2121,2369,3.3053660392e-06,8.553905317227117e-05,-1.5739068580401906e-17,-2.0342144424982176e-06,0.3
2121,2548,3.7652401924e-06,0.0001019423384117,-1.4970915523304167e-17,-1.5681519299064414e-06,0.3
2124,2406,3.2395842076e-06,0.0001107741653248,1.3489701236133059e-17,1.8003997449645322e-06,0.3
2125,2171,2.9404616356e-06,3.617011495953578e-05,-1.8008622719450375e-17,-2.8034525718944765e-06,0.3
2126,2367,3.7175483704e-06,5.801899288552376e-05,-2.1374728271332036e-17,-2.285861721960669e-06,0.3
2126,2250,6.5417132378e-06,2.4777810114122517e-05,-5.674311014845014e-16,-2.2940147305833656e-05,0.3
2127,2227,4.2077379226e-06,4.96300878284625e-05,-1.963537063300179e-17,-1.713143115009462e-06,0.3
2127,2235,4.1048116684e-06,3.153784025749622e-05,4.988802551874343e-18,4.535079825519423e-07,0.3
2128,2237,3.414395094e-06,2.419542346484761e-05,1.512143253926108e-17,1.8553338353751827e-06,0.3
2130,2527,3.2395842076e-06,7.967997588122717e-05,-1.780900730089436e-17,-2.3768748945097417e-06,0.3
2130,2249,3.7216598988e-06,2.5559748974456047e-05,-7.929345003426095e-18,-8.464594182921676e-07,0.3
2131,2411,3.3250472546e-06,8.382551129331013e-05,-6.5333036507853574e-18,-8.364211669585499e-07,0.3
2131,2305,3.4109396934e-06,4.690143680924564e-05,-9.901876555801895e-18,-1.2168940393955022e-06,0.3
2132,2214,4.6822023392e-06,3.768070483908619e-05,2.0492988586975517e-16,1.494151055658527e-05,0.3
2132,2178,3.4389557838e-06,2.004915909490564e-05,1.3076135924544666e-16,1.5860150894385424e-05,0.3
2133,2293,4.2161164284e-06,3.3898765978752655e-05,-1.326639939699781e-16,-1.1536429264062714e-05,0.3
2134,2283,3.4715163708e-06,3.609491840145928e-05,-1.0035300359590079e-17,-1.1988797620096894e-06,0.3
2134,2564,3.2535440922e-06,8.925750482643203e-05,-3.876734510507283e-18,-5.138680098726419e-07,0.3
2135,2175,3.8190653324e-06,5.260550828100969e-05,-5.878859322306799e-17,-6.016978878711889e-06,0.3
2135,2265,3.8455007076e-06,5.243733519410789e-05,9.577100851140788e-18,9.692249001311413e-07,0.3
2136,2353,4.7375469208e-06,4.282356942067615e-05,-1.7945015730695373e-17,-1.2824816674704803e-06,0.3
2137,2178,4.485039710999999e-06,2.1095647359318292e-05,-9.379401105534284e-17,-7.354696681526872e-06,0.3
2137,2164,4.8960485458e-06,9.7566303550217e-06,2.3331782793199163e-17,1.5762429020758256e-06,0.3
2138,2316,3.9829313756000005e-06,7.016865704381776e-05,2.7991587301480913e-17,2.6742980692012818e-06,0.3
2138,2173,5.226129055e-06,1.17566303550217e-05,-2.6734229731680286e-17,-1.6135397491036846e-06,0.3
2138,2407,7.0206689834e-06,5.026309148836108e-05,-2.0639771336348217e-16,-7.3258621398177404e-06,0.3
2139,2215,3.6125118732e-06,4.7677305050734175e-05,5.449633861260877e-18,6.105311951613645e-07,0.3
2139,2179,4.4392352104e-06,1.280651840778636e-05,-1.494507297404562e-17,-1.1923006427582787e-06,0.3
2140,2263,5.27125597e-06,3.728767103581391e-05,-6.268638086036402e-17,-3.727173160445302e-06,0.3
2140,2716,3.7086024284e-06,0.0001377269481025,9.879854149620714e-18,1.060719806401229e-06,0.3
2141,2160,5.553712368e-06,5.243466436361488e-05,-1.4630054358191204e-16,-7.937553252981875e-06,0.3
2142,2298,4.0026164054e-06,3.855562022824503e-05,-1.9576240869991047e-17,-1.8551874344862712e-06,0.3
2143,2359,3.9559252262e-06,6.995059590415127e-05,-3.489521238085501e-17,-3.371364794271426e-06,0.3
2144,2151,3.7073168754e-06,1.870674230225704e-05,8.537125691126115e-18,9.170784995890296e-07,0.3
2144,2205,3.7389993668e-06,5.235873884767938e-05,-4.2807025023053467e-17,-4.535238417874332e-06,0.3
2145,2251,3.8777041436e-06,2.4559748974456046e-05,9.655607503629888e-18,9.639282343020362e-07,0.3
2145,2205,3.836904048999999e-06,3.743393540575586e-05,-3.5824892634659385e-17,-3.6388497993578364e-06,0.3
2146,2166,3.4861290454e-06,5.826576231885407e-05,-4.4821359208400195e-18,-5.318552583751483e-07,0.3
2147,2491,3.3250472546e-06,0.0001796072051527,-5.27311694354654e-18,-6.750867345496662e-07,0.3
